,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
12208,Ca1Tl1.8Pb1.2,,,,,2.8,Ca5(Tl3Pb2)3,2.8,0.0
12209,Ca1Tl0.75Pb2.25,,,,,3.68,Ca4(TlPb3)3,3.68,0.0
12210,La1Pb2.25Sn0.75,A,4.8702,,,1.11,La4(SnPb3)3,1.11,0.0
12211,La1Pb1.5Sn1.5,A,4.8368,,,1.18,La2(SnPb)3,1.18,0.0
12212,La1Pb0.75Sn2.25,A,4.805,,,2.54,La4(Sn3Pb)3,2.54,0.0
12213,Ba8Si46,A,10.3446,,,8.1,Ba4Si23,7.961818181818182,1.0900000000000007
12214,Ba8Si43Ge3,A,10.3446,,,7.1,Ba8Si43Ge3,7.1,0.0
12215,Ba8Si40Ge6,A,10.3533,,,6.0,Ba4Si20Ge3,6.0,0.0
12216,Ba8Si37Ge9,A,10.3815,,,5.0,Ba8Si37Ge9,5.0,0.0
12217,Ba8Si34Ge12,A,10.4054,,,4.0,Ba4Si17Ge6,4.0,0.0
12218,Ba8Si31Ge15,A,10.4315,,,3.91,Ba8Si31Ge15,3.91,0.0
12219,Ba8Si28Ge18,A,10.463,,,3.12,Ba4Si14Ge9,3.12,0.0
12220,Ba8Si25Ge21,A,10.4815,,,2.8,Ba8Si25Ge21,2.8,0.0
12221,Ba8Si23Ge23,A,10.499,,,2.28,Ba8(SiGe)23,2.28,0.0
12222,Ba7.76Si46,,,,,8.0,Ba97Si575,8.75,1.0
12223,Ba6.63Si46,,,,,6.0,Ba663Si4600,6.0,0.0
12224,B2Mg1,,,,,39.0,MgB2,37.580588235294115,35.5
12225,Na0.18Hf1N1Cl1,A,3.5864,,29.58,22.0,Na9Hf50(NCl)50,22.0,0.0
12226,Na0.29Hf1N1Cl1,A,3.5892,,29.722,19.0,Na29Hf100(NCl)100,19.0,0.0
12227,Na0.8Hf1N1Cl1,A,3.583,,29.74,19.0,Na4Hf5(NCl)5,19.0,0.0
12228,Li0.16Zr1N1Cl1,A,3.6016,,27.694,15.0,Li4Zr25(NCl)25,13.8,2.4000000000000004
12229,Li0.14Zr1N1Cl1,,,,,15.0,Li7Zr50(NCl)50,15.0,0.0
12230,Li0.28Zr1N1Cl1,,,,,15.2,Li7Zr25(NCl)25,13.399999999999999,3.5999999999999996
12231,Li0.55Zr1N1Cl1,,,,,15.0,Li11Zr20(NCl)20,15.0,0.0
12232,Li0.65Zr1N1Cl1,,,,,15.0,Li13Zr20(NCl)20,15.0,0.0
12233,Li0.95Zr1N1Cl1,,,,,13.4,Li19Zr20(NCl)20,13.4,0.0
12234,Li1.3Zr1N1Cl1,,,,,11.0,Li13Zr10(NCl)10,11.0,0.0
12235,Li1.4Zr1N1Cl1,,,,,10.0,Li7Zr5(NCl)5,10.0,0.0
12236,Na0.5Zr1N1Cl1,,,,,15.0,NaZr2(NCl)2,15.0,0.0
12237,Na0.59Zr1N1Cl1,,,,,15.0,Na59Zr100(NCl)100,15.0,0.0
12238,Na0.66Zr1N1Cl1,,,,,14.5,Na33Zr50(NCl)50,14.5,0.0
12239,Na0.75Zr1N1Cl1,,,,,14.3,Na3Zr4(NCl)4,14.3,0.0
12240,Na1.38Zr1N1Cl1,,,,,11.0,Na69Zr50(NCl)50,11.0,0.0
12241,K0.22Zr1N1Cl1,,,,,15.2,K11Zr50(NCl)50,15.2,0.0
12242,K0.4Zr1N1Cl1,,,,,15.2,K2Zr5(NCl)5,15.2,0.0
12243,K0.46Zr1N1Cl1,,,,,15.0,K23Zr50(NCl)50,15.0,0.0
12244,K0.6Zr1N1Cl1,,,,,14.4,K3Zr5(NCl)5,14.4,0.0
12245,K0.77Zr1N1Cl1,,,,,13.5,K77Zr100(NCl)100,13.5,0.0
12246,C3Y2,A,8.226,,,18.0,Y2C3,14.894444444444446,6.5
12247,Ho1Ni2B2C1,,,,,8.7,HoNi2B2C,7.954761904761902,2.8999999999999995
12248,Mg0.95Li0.025Al0.025B2,A,3.5226,,3.0822,38.2,LiMg38AlB80,37.6,1.2000000000000028
12249,Mg0.9Li0.05Al0.05B2,A,3.5214,,3.0799,37.8,LiMg18AlB40,37.33333333333333,1.3999999999999986
12250,Mg0.8Li0.1Al0.1B2,A,3.4526,,3.0763,31.0,LiMg8AlB20,31.633333333333336,1.8999999999999986
12251,Mg0.7Li0.15Al0.15B2,A,3.4312,,3.0726,25.1,Li3Mg14Al3B40,27.400000000000002,6.899999999999999
12252,Lu0.88Gd0.12Ni2B2C1,,,,,7.3,Gd3Lu22Ni50(B2C)25,7.3,0.0
12253,Lu0.5Y0.5Ni2B2C1,,,,,14.9,YLuNi4(B2C)2,14.766666666666666,0.40000000000000036
12254,Lu0.25Y0.75Ni2B2C1,,,,,14.2,Y3LuNi8(B2C)4,14.55,0.7000000000000011
12255,Cs1,,,,,1.5,Cs,1.5,0.0
12256,Y1,,,,,2.7,Y,7.7,17.7
12257,Ba8Si46,A,10.328,,,8.0,Ba4Si23,7.961818181818182,1.0900000000000007
12258,Cs1I1,,,,,2.0,CsI,2.0,0.0
12259,Ba6.62Si46,A,10.288,,,5.0,Ba331Si2300,5.0,0.0
12260,Ba6.63Si46,A,10.262,,,6.0,Ba663Si4600,6.0,0.0
12261,Ba7.61Si46,A,10.331,,,8.2,Ba761Si4600,8.2,0.0
12262,Ba7.76Si46,A,10.314,,,9.0,Ba97Si575,8.75,1.0
12263,Ce1Cu2Si1.96Ge0.04,,,,,0.4,Ce25Cu50Si49Ge,0.38999999999999996,0.030000000000000027
12264,Li0.17Zr1N1Cl1,,,,,14.2,Li17Zr100(NCl)100,14.2,0.0
12265,Li0.4Zr1N1Cl1,,,,,12.5,Li2Zr5(NCl)5,12.5,0.0
12266,Li0.6Zr1N1Cl1,,,,,11.7,Li3Zr5(NCl)5,11.7,0.0
12267,Y1Fe4P12,A,7.789,,,7.0,Y(FeP3)4,7.0,0.0
12268,Y1Fe4P12,A,7.7896,,,7.0,Y(FeP3)4,7.0,0.0
12269,Y1Os4P12,A,8.0615,,,3.0,Y(P3Os)4,3.0,0.0
12270,As1,,,,,2.7,As,1.825,2.5
12271,Lu1,,,,,0.6,Lu,4.766666666666667,11.6
12272,Y1,,,,,2.7,Y,7.7,17.7
12273,Pr1Ru4Sb12,,,,,1.25,Pr(Sb3Ru)4,1.1271428571428572,0.33000000000000007
12274,B2Mg1,,,,,39.2,MgB2,37.580588235294115,35.5
12275,Mg1B1.9906C0.0094,,,,,38.5,Mg5000B9953C47,38.5,0.0
12276,Mg1B1.958C0.042,,,,,37.9,Mg500B979C21,37.7,0.3999999999999986
12277,Mg1B1.924C0.076,,,,,36.2,Mg250B481C19,35.85,0.8000000000000043
12278,Sc0.9Y0.1Ni2B2C1,A,3.463,,10.675,15.1,YSc9Ni20(B2C)10,15.1,0.0
12279,Sc0.8Y0.2Ni2B2C1,A,3.477,,10.646,14.8,YSc4Ni10(B2C)5,14.8,0.0
12280,Sc0.7Y0.3Ni2B2C1,A,3.484,,10.595,14.5,Y3Sc7Ni20(B2C)10,14.5,0.0
12281,Lu1Ni2B2C1,A,3.4643,,10.6346,16.6,LuNi2B2C,16.117586206896554,2.5
12282,Y0.16Lu0.84Ni2B2C1,A,3.4761,,10.6217,15.2,Y4Lu21Ni50(B2C)25,15.2,0.0
12283,Y0.3Lu0.7Ni2B2C1,A,3.4856,,10.6068,15.0,Y3Lu7Ni20(B2C)10,15.0,0.0
12284,Y0.5Lu0.5Ni2B2C1,A,3.4968,,10.5949,14.5,YLuNi4(B2C)2,14.766666666666666,0.40000000000000036
12285,Y0.75Lu0.25Ni2B2C1,A,3.5098,,10.5732,14.9,Y3LuNi8(B2C)4,14.55,0.7000000000000011
12286,Y0.84Lu0.16Ni2B2C1,A,3.5172,,10.5593,14.8,Y21Lu4Ni50(B2C)25,14.8,0.0
12287,Y0.92Lu0.08Ni2B2C1,A,3.5222,,10.5529,15.2,Y23Lu2Ni50(B2C)25,15.2,0.0
12288,Y1Ni2B2C1,A,3.5274,,10.5437,15.5,YNi2B2C,15.104893617021277,5.18
12289,Lu1Ni2B2C1,A,3.4593,,10.6294,16.6,LuNi2B2C,16.117586206896554,2.5
12290,Ho0.15Lu0.85Ni2B2C1,A,3.4729,,10.6103,15.1,Ho3Lu17Ni40(B2C)20,15.1,0.0
12291,Ho0.3Lu0.7Ni2B2C1,A,3.4804,,10.6032,13.3,Ho3Lu7Ni20(B2C)10,13.3,0.0
12292,Ho0.45Lu0.55Ni2B2C1,A,3.4961,,10.573,10.0,Ho9Lu11Ni40(B2C)20,10.0,0.0
12293,Ho0.6Lu0.4Ni2B2C1,A,3.4957,,10.5734,9.82,Ho3Lu2Ni10(B2C)5,9.82,0.0
12294,Ho0.7Lu0.3Ni2B2C1,A,3.5029,,10.5623,8.72,Ho7Lu3Ni20(B2C)10,8.72,0.0
12295,Ho0.75Lu0.25Ni2B2C1,A,3.5046,,10.5592,8.81,Ho3LuNi8(B2C)4,8.81,0.0
12296,Ho0.8Lu0.2Ni2B2C1,A,3.5079,,10.5539,8.77,Ho4LuNi10(B2C)5,8.77,0.0
12297,Ho0.85Lu0.15Ni2B2C1,A,3.5111,,10.549,8.72,Ho17Lu3Ni40(B2C)20,8.72,0.0
12298,Ho0.9Lu0.1Ni2B2C1,A,3.5136,,10.5446,8.77,Ho9LuNi20(B2C)10,8.77,0.0
12299,Ho0.95Lu0.05Ni2B2C1,A,3.5179,,10.537,8.77,Ho19LuNi40(B2C)20,8.77,0.0
12300,Ho1Ni2B2C1,A,3.52,,10.5294,8.48,HoNi2B2C,7.954761904761902,2.8999999999999995
12301,Pb1Mo6S8,,,,,14.4,Mo6PbS8,13.629545454545452,3.5500000000000007
12302,Pb1Mo6S8,,,,,12.9,Mo6PbS8,13.629545454545452,3.5500000000000007
12303,Pb1Mo6S8,,,,,11.5,Mo6PbS8,13.629545454545452,3.5500000000000007
12304,Ca1Al1Si1,A,4.184,,4.375,7.13,CaAlSi,6.574782608695651,5.300000000000001
12305,Ca1Al0.9Ga0.1Si1,A,4.182,,4.392,6.54,Ca10Al9GaSi10,6.54,0.0
12306,Ca1Al0.8Ga0.2Si1,A,4.177,,4.384,5.6,Ca5Al4GaSi5,5.6,0.0
12307,Ca1Al0.7Ga0.3Si1,A,4.17,,4.388,4.78,Ca10Al7Ga3Si10,4.78,0.0
12308,Ca1Al0.6Ga0.4Si1,A,4.159,,4.39,4.51,Ca5Al3Ga2Si5,4.51,0.0
12309,Ca1Al0.5Ga0.5Si1,A,4.152,,4.402,3.73,Ca2AlGaSi2,3.73,0.0
12310,Ca1Al0.4Ga0.6Si1,A,4.147,,4.405,3.45,Ca5Al2Ga3Si5,3.45,0.0
12311,Ca1Al0.3Ga0.7Si1,A,4.135,,4.414,3.0,Ca10Al3Ga7Si10,3.0,0.0
12312,Ca1Al0.2Ga0.8Si1,A,4.128,,4.421,3.24,Ca5AlGa4Si5,3.24,0.0
12313,Ca1Al0.1Ga0.9Si1,A,4.119,,4.414,3.34,Ca10AlGa9Si10,3.34,0.0
12314,Ca1Ga1Si1,A,4.118,,4.438,4.05,CaGaSi,4.25,0.35000000000000053
12315,Ce1Pt3Si1,,,,,0.63,CeSiPt3,0.6773,0.34
12316,B12Zr1,A,7.407,,,6.06,ZrB12,5.990909090909091,0.3799999999999999
12317,Y1Rh4Si2B1,,,,,9.0,YSi2BRh4,9.0,0.0
12318,La1Rh4Si2B1,,,,,8.0,LaSi2BRh4,8.0,0.0
12319,Nb1Se2,,,,,7.007,NbSe2,6.7535625,6.7
12320,S2Ta1,,,,,3.96,TaS2,1.6341388888888888,3.4699999999999998
12321,C8K1Hg1,,,,,1.88,KHgC8,1.8714285714285717,0.24
12322,C8Rb1Hg1,,,,,1.41,RbHgC8,1.4175,0.06000000000000005
12323,Nb3S4,,,,,3.65,Nb3S4,3.81,0.3500000000000001
12324,Ce1Rh0.65Ir0.35In5,,,,,0.22,Ce20In100Ir7Rh13,0.22,0.0
12325,Ce1Rh0.55Ir0.45In5,,,,,0.94,Ce20In100Ir9Rh11,0.94,0.0
12326,Ce1Rh0.5Ir0.5In5,,,,,0.9,Ce2In10IrRh,0.8749999999999999,0.17999999999999994
12327,Ce1Rh0.45Ir0.55In5,,,,,0.82,Ce20In100Ir11Rh9,0.82,0.0
12328,Ce1Rh0.25Ir0.75In5,,,,,0.64,Ce4In20Ir3Rh,0.6333333333333333,0.020000000000000018
12329,Cu1Rh2S4,,,,,4.75,Cu(RhS2)2,4.745,0.09999999999999964
12330,Cu1.2Rh1.8S4,,,,,5.08,Cu6Rh9S20,5.08,0.0
12331,Cu1.5Rh1.5S4,,,,,4.6,Cu3Rh3S8,4.55,0.09999999999999964
12332,Cu1Co2S4,,,,,4.0,Co2CuS4,3.9,0.20000000000000018
12333,Cu1.2Co1.8S4,,,,,1.7,Co9(Cu3S10)2,2.0,0.5999999999999999
12334,Cu1.5Co1.5S4,,,,,2.3,Co3Cu3S8,2.8,1.0
12335,Cu1.75Co1.25S4,,,,,2.2,Co5Cu7S16,2.2,0.0
12336,Ce1Pt3Si1,,,,,0.51,CeSiPt3,0.6773,0.34
12337,B2.32Nb1,A,3.104,,3.319,9.8,Nb25B58,9.8,0.0
12338,B2.26Nb1,A,3.104,,3.317,9.2,Nb50B113,9.2,0.0
12339,Y1Rh1Al1,A,6.8535,4.1786,7.9286,0.9,YAlRh,0.9,0.0
12340,La1Rh1Al1,A,7.246,4.256,16.256,2.4,LaAlRh,2.4,0.0
12341,Y1Rh1Sb1,,,,,2.1,YSbRh,2.1,0.0
12342,Ca1B1.05Pd3,,,,,0.8,Ca20(B7Pd20)3,0.8,0.0
12343,Ca1B1.25Pd3,,,,,1.0,Ca4B5Pd12,1.0,0.0
12344,Nb1B0.2Rh3,,,,,6.4,Nb5BRh15,6.4,0.0
12345,B2Mg1,,,,,40.36,MgB2,37.580588235294115,35.5
12346,B2Mg1,,,,,39.36,MgB2,37.580588235294115,35.5
12347,B6Y1,A,4.1014,,,6.8,YB6,6.660000000000001,2.3499999999999996
12348,Y0.9La0.1B6,,,,,6.8,La(Y3B20)3,6.8,0.0
12349,Y0.8La0.2B6,A,4.113,,,5.8,La(Y2B15)2,5.8,0.0
12350,Y0.65La0.35B6,A,4.1221,,,4.0,La7Y13B120,4.0,0.0
12351,Be0.99Re0.01,,,,,9.25,Be99Re,9.25,0.0
12352,Be0.98Re0.02,,,,,9.45,Be49Re,9.6,0.3000000000000007
12353,Be0.96Re0.04,,,,,9.5,Be24Re,9.5,0.0
12354,Be22Re1,,,,,9.55,Be22Re,9.51,0.3200000000000003
12355,Be22Re0.95W0.05,,,,,9.45,Be440Re19W,9.45,0.0
12356,Be22Re0.95Os0.05,,,,,9.2,Be440Re19Os,9.2,0.0
12357,Be22Re0.99Ru0.01,,,,,9.2,Be2200Re99Ru,9.2,0.0
12358,Ga0.255V0.745,A,4.817,,,13.9,V149Ga51,13.9,0.0
12359,Ga0.247V0.753,A,4.817,,,13.8,V753Ga247,13.8,0.0
12360,Ga0.233V0.767,A,4.818,,,13.3,V767Ga233,13.3,0.0
12361,V0.745Ga0.228Al0.027,A,4.815,,,13.05,Al27V745Ga228,13.05,0.0
12362,V0.737Ga0.213Al0.05,A,4.822,,,12.6,Al50V737Ga213,12.6,0.0
12363,V0.741Ga0.196Al0.063,A,4.824,,,12.2,Al63V741Ga196,12.2,0.0
12364,V0.741Ga0.152Al0.107,A,4.828,,,11.4,Al107(V39Ga8)19,11.4,0.0
12365,V0.747Ga0.131Al0.122,A,4.829,,,11.7,Al122V747Ga131,11.7,0.0
12366,V0.767Ga0.086Al0.147,A,4.828,,,12.1,Al147V767Ga86,12.1,0.0
12367,V0.784Ga0.172Al0.044,A,4.818,,,9.4,Al11V196Ga43,9.4,0.0
12368,V0.767Ga0.18Al0.053,A,4.821,,,11.5,Al53V767Ga180,11.5,0.0
12369,V0.725Ga0.203Al0.072,A,4.826,,,12.3,Al72(V25Ga7)29,12.3,0.0
12370,V0.683Ga0.22Al0.097,A,4.835,,,9.4,Al97V683Ga220,9.4,0.0
12371,V0.783Ga0.138Al0.079,A,4.822,,,10.2,Al79(V261Ga46)3,10.2,0.0
12372,V0.709Ga0.151Al0.14,,,,,9.0,Al140V709Ga151,9.0,0.0
12373,V0.767Ga0.214Al0.022,,,,,12.1,Al22V767Ga214,12.1,0.0
12374,V0.743Ga0.181Al0.076,A,4.822,,,12.0,Al76V743Ga181,12.0,0.0
12375,V0.746Ga0.169Al0.085,A,4.825,,,11.8,Al85V746Ga169,11.8,0.0
12376,Al0.25V0.75,A,4.724,,,16.9,AlV3,12.5,6.599999999999998
12377,V0.75Si0.225Al0.025,A,4.731,,,13.5,Al(V10Si3)3,14.533333333333333,2.6000000000000014
12378,V0.75Si0.22Al0.03,A,4.732,,,13.3,Al3V75Si22,13.3,0.0
12379,V0.75Si0.2125Al0.0375,A,4.734,,,12.6,Al3V60Si17,12.6,0.0
12380,V0.77Si0.21Al0.02,A,4.737,,,11.7,Al2(V11Si3)7,11.7,0.0
12381,V0.75Si0.2Al0.05,A,4.734,,,11.8,AlV15Si4,13.833333333333334,3.8999999999999986
12382,V0.75Si0.175Al0.075,A,4.749,,,11.1,Al3V30Si7,11.1,0.0
12383,V0.75Si0.125Al0.125,A,4.751,,,10.4,AlV6Si,10.4,0.0
12384,V0.75Si0.025Al0.225,,,,,9.8,Al9V30Si,9.8,0.0
12385,V0.72Si0.17Al0.11,A,4.746,,,10.3,Al11V72Si17,10.3,0.0
12386,V0.65Si0.1Al0.25,,,,,9.9,Al5V13Si2,9.9,0.0
12387,V0.73Si0.25Al0.02,A,4.727,,,14.0,Al2V73Si25,14.0,0.0
12388,V0.73Si0.23Al0.04,A,4.737,,,10.4,Al4V73Si23,10.4,0.0
12389,V0.7Si0.2Al0.1,A,4.74,,,10.6,AlV7Si2,10.6,0.0
12390,V0.63Si0.14Al0.23,A,4.745,,,9.7,Al23(V9Si2)7,9.7,0.0
12391,Ge0.27V0.73,A,4.782,,,6.6,V73Ge27,6.6,0.0
12392,Ge0.25V0.75,A,4.78,,,6.5,V3Ge,6.700000000000001,2.5999999999999996
12393,Ge0.23V0.77,A,4.784,,,6.4,V77Ge23,6.4,0.0
12394,Ge0.21V0.79,A,4.784,,,6.4,V79Ge21,6.4,0.0
12395,V0.75Ge0.2375Al0.0125,,,,,7.6,AlV60Ge19,7.6,0.0
12396,V0.75Ge0.225Al0.025,A,4.786,,,8.6,Al(V10Ge3)3,8.7,0.20000000000000107
12397,V0.75Ge0.2125Al0.0375,,,,,8.9,Al3V60Ge17,8.9,0.0
12398,V0.75Ge0.2Al0.05,A,4.792,,,10.3,AlV15Ge4,10.66,0.7199999999999989
12399,V0.75Ge0.1875Al0.0625,A,4.795,,,11.4,Al(V4Ge)3,11.4,0.0
12400,V0.75Ge0.175Al0.075,A,4.796,,,10.8,Al3V30Ge7,10.985,0.3699999999999992
12401,V0.75Ge0.15Al0.1,,,,,11.7,Al2(V5Ge)3,11.7,0.0
12402,V0.75Ge0.13Al0.12,A,4.793,,,11.3,Al12V75Ge13,11.3,0.0
12403,V0.75Ge0.025Al0.225,,,,,11.2,Al9V30Ge,11.2,0.0
12404,V0.65Ge0.1Al0.25,A,4.801,,,7.0,Al5V13Ge2,7.0,0.0
12405,V0.55Ge0.1Al0.35,A,4.795,,,5.4,Al7V11Ge2,5.4,0.0
12406,V0.65Ge0.15Al0.2,A,4.801,,,5.5,Al4V13Ge3,5.5,0.0
12407,V0.65Ge0.25Al0.1,A,4.793,,,5.5,Al2V13Ge5,5.5,0.0
12408,V0.745Sb0.208Al0.025,A,4.936,,,2.0,Al25V745Sb208,2.0,0.0
12409,V0.751Sb0.208Al0.041,A,4.93,,,3.4,Al41V751Sb208,3.4,0.0
12410,V0.746Sb0.179Al0.075,A,4.922,,,4.3,Al75V746Sb179,4.3,0.0
12411,V0.749Sb0.157Al0.094,A,4.914,,,5.1,Al94V749Sb157,5.1,0.0
12412,V0.741Sb0.113Al0.146,A,4.911,,,6.1,Al146V741Sb113,6.1,0.0
12413,V0.736Sb0.037Al0.227,,,,,6.4,Al227V736Sb37,6.4,0.0
12414,Al2La1,A,8.147,,,3.229,LaAl2,2.6798571428571427,2.9730000000000003
12415,La0.9941Tb0.0059Al2,,,,,1.996,La9941Tb59Al20000,1.996,0.0
12416,La0.9911Tb0.0089Al2,,,,,1.425,La9911Tb89Al20000,1.425,0.0
12417,Al13Os4,,,,,5.3,Al13Os4,5.4,0.20000000000000018
12418,Al13Os3.2Ru0.8,,,,,4.0,Al65(Os4Ru)4,4.0,0.0
12419,Cu1Co1.99Rh0.01S4,,,,,2.61,Co199Cu100RhS400,2.61,0.0
12420,Cu1Co1.98Rh0.02S4,,,,,2.82,Co99Cu50RhS200,2.82,0.0
12421,Cu1Co1.99Ir0.01S4,,,,,3.04,Co199Cu100IrS400,3.04,0.0
12422,Cu1Co1.98Ir0.02S4,,,,,2.79,Co99Cu50IrS200,2.79,0.0
12423,Cu1Co1.95Ir0.05S4,,,,,2.13,Co39Cu20IrS80,2.13,0.0
12424,Cu1Co2S4,,,,,3.8,Co2CuS4,3.9,0.20000000000000018
12425,Cu1Co1.99Cr0.01S4,,,,,3.62,CrCo199(CuS4)100,3.62,0.0
12426,Cu1Co1.98Cr0.02S4,,,,,3.4,CrCo99(CuS4)50,3.4,0.0
12427,Cu1Co1.95Cr0.05S4,,,,,3.4,CrCo39(CuS4)20,3.4,0.0
12428,Cu1Co1.9Cr0.1S4,,,,,3.0,CrCo19(CuS4)10,3.0,0.0
12429,Cu1Co1.8Cr0.2S4,,,,,2.7,CrCo9(CuS4)5,2.7,0.0
12430,Ce1Ru2,,,,,5.4,CeRu2,6.000055555555557,1.3999999999999995
12431,Ce1Ru1.99Co0.01,,,,,4.74,Ce100CoRu199,4.74,0.0
12432,Ce1Ru1.97Co0.03,,,,,3.5,Ce100Co3Ru197,3.5,0.0
12433,Ce1Ru1.95Co0.05,,,,,2.4,Ce20CoRu39,2.4,0.0
12434,Ce1Ru1.93Co0.07,,,,,1.93,Ce100Co7Ru193,1.93,0.0
12435,Ce1Ru0.3Co1.7,A,7.232,,,0.27,Ce10Co17Ru3,0.27,0.0
12436,Ce1Ru0.2Co1.8,A,7.2024,,,0.35,Ce5Co9Ru,0.35,0.0
12437,Ce1Ru0.1Co1.9,A,7.1808,,,0.47,Ce10Co19Ru,0.47,0.0
12438,Ce1Co2,A,7.164,,,0.84,CeCo2,1.0579999999999998,0.68
12439,Ce0.025Th0.975,,,,,0.58,CeTh39,0.58,0.0
12440,Th0.999U0.001,,,,,0.654,Th999U,0.8080000000000002,0.45600000000000007
12441,Al0.999Mn0.001,,,,,0.596,MnAl999,0.596,0.0
12442,Al3Nb3,,,,,18.4,NbAl,18.4,0.0
12443,Nb3Al0.9Ge0.1,,,,,19.5,Nb30Al9Ge,18.88,1.8000000000000007
12444,Nb3Al0.8Ge0.2,,,,,19.8,Nb15Al4Ge,18.761111111111113,5.699999999999999
12445,Nb3Al0.7Ge0.3,,,,,19.9,Nb30Al7Ge3,18.9,2.0
12446,Nb3Al0.6Ge0.4,,,,,19.7,Nb15Al3Ge2,19.7,0.0
12447,Nb3Al0.5Ge0.5,,,,,17.4,Nb6AlGe,15.299999999999999,4.799999999999999
12448,Nb3Al0.9Ga0.1,,,,,18.5,Nb30Al9Ga,18.433333333333334,1.4000000000000021
12449,Nb3Al0.8Ga0.2,,,,,18.54,Nb15Al4Ga,18.395,0.28999999999999915
12450,Nb3Al0.67Ga0.33,,,,,18.7,Nb300Al67Ga33,18.7,0.0
12451,Nb3Al0.5Ga0.5,,,,,18.5,Nb6AlGa,18.7,0.5
12452,Nb3Al0.9In0.1,,,,,18.3,Nb30Al9In,18.3,0.0
12453,Nb3Al0.8In0.2,,,,,18.1,Nb15Al4In,18.1,0.0
12454,Nb3Al0.67In0.33,,,,,16.0,Nb300Al67In33,16.0,0.0
12455,Nb3Al0.9Zn0.1,,,,,18.1,Nb30Al9Zn,18.1,0.0
12456,Nb3Al0.8Zn0.2,,,,,17.7,Nb15Al4Zn,17.7,0.0
12457,Nb3Al0.67Zn0.33,,,,,17.3,Nb300Al67Zn33,17.3,0.0
12458,Nb3Al0.5Zn0.5,,,,,16.0,Nb6AlZn,16.0,0.0
12459,Nb3Sn1,,,,,18.0,Nb3Sn,17.6684,2.41
12460,Nb3Sn0.9Ga0.1,,,,,18.3,Nb30GaSn9,18.200000000000003,0.1999999999999993
12461,Nb3Sn0.8Ga0.2,,,,,17.0,Nb15GaSn4,17.4,0.8000000000000007
12462,Nb3Sn0.65Ga0.35,,,,,16.5,Nb60Ga7Sn13,16.5,0.0
12463,Nb3Sn0.5Ga0.5,,,,,16.4,Nb6GaSn,16.4,0.0
12464,Nb3Sn0.95Ge0.05,,,,,18.1,Nb60Sn19Ge,18.1,0.0
12465,Nb3Sn0.9Ge0.1,,,,,18.0,Nb30Sn9Ge,17.985,0.030000000000001137
12466,Nb3Sn0.8Ge0.2,,,,,17.7,Nb15Sn4Ge,17.783333333333335,0.3500000000000014
12467,Nb3Sn0.65Ge0.35,,,,,16.1,Nb60Sn13Ge7,16.1,0.0
12468,Nb3Sn0.9In0.1,,,,,18.1,Nb30InSn9,18.1,0.0
12469,Nb3Sn0.8In0.2,,,,,17.8,Nb15InSn4,17.8,0.0
12470,Nb3Sn0.9Al0.1,,,,,17.8,Nb30AlSn9,18.1,0.5999999999999979
12471,Nb3Sn0.8Al0.2,,,,,16.8,Nb15AlSn4,16.833333333333332,0.09999999999999787
12472,Nb3Sn0.7Al0.3,,,,,15.8,Nb30Al3Sn7,15.775,0.05000000000000071
12473,Nb3Sn0.6Al0.4,,,,,15.7,Nb15Al2Sn3,15.5,0.5999999999999996
12474,Nb3Sn0.5Al0.5,,,,,16.1,Nb6AlSn,16.060000000000002,0.5
12475,Ga1Nb3,,,,,16.1,Nb3Ga,16.93846153846154,12.3
12476,Nb3Ga0.85Al0.15,,,,,17.1,Nb60Al3Ga17,17.1,0.0
12477,Nb3Ga0.67Al0.33,,,,,18.1,Nb300Al33Ga67,18.1,0.0
12478,Nb3Ga0.5Al0.5,,,,,18.5,Nb6AlGa,18.7,0.5
12479,Nb3Ga0.9Zn0.1,,,,,16.1,Nb30ZnGa9,16.1,0.0
12480,Nb3Ga0.8Zn0.2,,,,,16.2,Nb15ZnGa4,16.2,0.0
12481,Nb3Ga0.65Zn0.35,,,,,16.3,Nb60Zn7Ga13,16.3,0.0
12482,Nb3Ga0.5Zn0.5,,,,,16.4,Nb6ZnGa,16.4,0.0
12483,Nb3Ga0.95Ge0.05,,,,,15.3,Nb60Ga19Ge,15.350000000000001,0.09999999999999964
12484,Pb0.9904Sb0.0096,,,,,7.29,Sb6Pb619,7.29,0.0
12485,Bi0.0105Pb0.9895,,,,,7.214,Bi21Pb1979,7.214,0.0
12486,Pb0.9769Sn0.0231,,,,,7.213,Sn231Pb9769,7.213,0.0
12487,Pb0.95Tl0.025Bi0.025,,,,,7.214,TlBiPb38,7.214,0.0
12488,Hg0.0307Pb0.9693,,,,,7.134,Hg77Pb2423,7.134,0.0
12489,In0.0293Pb0.9707,,,,,7.109,In293Pb9707,7.109,0.0
12490,Cd0.0263Pb0.9737,,,,,7.124,Cd53Pb1947,7.124,0.0
12491,Pb0.9848Tl0.0152,,,,,7.135,Tl19Pb1231,7.135,0.0
12492,Ce1Ru2,,,,,6.1,CeRu2,6.000055555555557,1.3999999999999995
12493,Ce0.86Tb0.14Ru2,,,,,4.51,Tb7Ce43Ru100,4.51,0.0
12494,Ce0.8Tb0.2Ru2,,,,,2.52,Tb(Ce2Ru5)2,2.56,0.08000000000000007
